player,team,sport,stat,matchup,projection,line,edge,direction,reason
Freddie Freeman,PHI,mlb,AVG,,0.29,0.26,0.02999999999999997,OVER,Targeting Freddie Freeman OVER 0.3 AVG. Model projects 0.3 (0.03 edge). Recent trends and opponent weakness support this play.
Jamal Musiala,ENG,wc,goals,,0.18,0.16,0.01999999999999999,OVER,Jamal Musiala shows OVER value at 0.2 GOALS. TC projection: 0.2 — edge: 0.02. Marginal conviction based on usage rate and defensive matchup.
Jamal Musiala,ENG,wc,assists,,0.13,0.12,0.010000000000000009,OVER,Targeting Jamal Musiala OVER 0.1 ASSISTS. Model projects 0.1 (0.01 edge). Recent trends and opponent weakness support this play.
Jamal Musiala,ENG,wc,shots,,1.41,1.28,0.1299999999999999,OVER,Jamal Musiala shows OVER value at 1.3 SHOTS. TC projection: 1.4 — edge: 0.13. Marginal conviction based on usage rate and defensive matchup.
Jamal Musiala,ENG,wc,shots_on_target,,0.97,0.88,0.08999999999999997,OVER,Jamal Musiala shows OVER value at 0.9 SHOTS_ON_TARGET. TC projection: 1.0 — edge: 0.09. Marginal conviction based on usage rate and defensive matchup.
Jamal Musiala,ENG,wc,passes,,26.0,24.0,2.0,OVER,Jamal Musiala shows OVER value at 24.0 PASSES. TC projection: 26.0 — edge: 2.00. Moderate conviction based on usage rate and defensive matchup.
Jamal Musiala,ENG,wc,tackles,,1.81,1.65,0.16000000000000014,OVER,Jamal Musiala shows OVER value at 1.6 TACKLES. TC projection: 1.8 — edge: 0.16. Marginal conviction based on usage rate and defensive matchup.
Jamal Musiala,ENG,wc,yellow_cards,,0.17,0.15,0.020000000000000018,OVER,Targeting Jamal Musiala OVER 0.1 YELLOW_CARDS. Model projects 0.2 (0.02 edge). Recent trends and opponent weakness support this play.
Jamal Musiala,ENG,wc,saves,,0.0,0.0,0.0,UNDER,"Marginal +EV opportunity: Jamal Musiala is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
Kylian Mbappe,ENG,wc,goals,,0.25,0.23,0.01999999999999999,OVER,Targeting Kylian Mbappe OVER 0.2 GOALS. Model projects 0.2 (0.02 edge). Recent trends and opponent weakness support this play.
Kylian Mbappe,ENG,wc,assists,,0.13,0.12,0.010000000000000009,OVER,"Marginal +EV opportunity: Kylian Mbappe is projected for 0.1 ASSISTS vs a line of 0.1, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
Kylian Mbappe,ENG,wc,shots,,1.88,1.71,0.16999999999999993,OVER,Targeting Kylian Mbappe OVER 1.7 SHOTS. Model projects 1.9 (0.17 edge). Recent trends and opponent weakness support this play.
Kylian Mbappe,ENG,wc,shots_on_target,,0.62,0.56,0.05999999999999994,OVER,Targeting Kylian Mbappe OVER 0.6 SHOTS_ON_TARGET. Model projects 0.6 (0.06 edge). Recent trends and opponent weakness support this play.
Kylian Mbappe,ENG,wc,passes,,27.0,25.0,2.0,OVER,Kylian Mbappe shows OVER value at 25.0 PASSES. TC projection: 27.0 — edge: 2.00. Moderate conviction based on usage rate and defensive matchup.
Kylian Mbappe,ENG,wc,tackles,,1.53,1.39,0.14000000000000012,OVER,Kylian Mbappe shows OVER value at 1.4 TACKLES. TC projection: 1.5 — edge: 0.14. Marginal conviction based on usage rate and defensive matchup.
Kylian Mbappe,ENG,wc,yellow_cards,,0.12,0.11,0.009999999999999995,OVER,Kylian Mbappe shows OVER value at 0.1 YELLOW_CARDS. TC projection: 0.1 — edge: 0.01. Marginal conviction based on usage rate and defensive matchup.
Kylian Mbappe,ENG,wc,saves,,0.0,0.0,0.0,UNDER,"Marginal +EV opportunity: Kylian Mbappe is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
Cristiano Ronaldo,ENG,wc,goals,,0.23,0.21,0.020000000000000018,OVER,Targeting Cristiano Ronaldo OVER 0.2 GOALS. Model projects 0.2 (0.02 edge). Recent trends and opponent weakness support this play.
Cristiano Ronaldo,ENG,wc,assists,,0.15,0.14,0.009999999999999981,OVER,"Marginal +EV opportunity: Cristiano Ronaldo is projected for 0.1 ASSISTS vs a line of 0.1, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
Cristiano Ronaldo,ENG,wc,shots,,2.15,1.96,0.18999999999999995,OVER,Cristiano Ronaldo shows OVER value at 2.0 SHOTS. TC projection: 2.1 — edge: 0.19. Marginal conviction based on usage rate and defensive matchup.
Cristiano Ronaldo,ENG,wc,shots_on_target,,0.95,0.86,0.08999999999999997,OVER,Cristiano Ronaldo shows OVER value at 0.9 SHOTS_ON_TARGET. TC projection: 0.9 — edge: 0.09. Marginal conviction based on usage rate and defensive matchup.
Cristiano Ronaldo,ENG,wc,passes,,37.0,34.0,3.0,OVER,Targeting Cristiano Ronaldo OVER 34.0 PASSES. Model projects 37.0 (3.00 edge). Recent trends and opponent weakness support this play.
Cristiano Ronaldo,ENG,wc,tackles,,1.47,1.34,0.1299999999999999,OVER,"Marginal +EV opportunity: Cristiano Ronaldo is projected for 1.5 TACKLES vs a line of 1.3, giving a OVER edge of 0.13. Based on recent form, opponent matchup, and game context."
Cristiano Ronaldo,ENG,wc,yellow_cards,,0.13,0.12,0.010000000000000009,OVER,"Marginal +EV opportunity: Cristiano Ronaldo is projected for 0.1 YELLOW_CARDS vs a line of 0.1, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
Cristiano Ronaldo,ENG,wc,saves,,0.0,0.0,0.0,UNDER,"Marginal +EV opportunity: Cristiano Ronaldo is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
Pedri,ENG,wc,goals,,0.18,0.16,0.01999999999999999,OVER,Targeting Pedri OVER 0.2 GOALS. Model projects 0.2 (0.02 edge). Recent trends and opponent weakness support this play.
Pedri,ENG,wc,assists,,0.2,0.18,0.020000000000000018,OVER,"Marginal +EV opportunity: Pedri is projected for 0.2 ASSISTS vs a line of 0.2, giving a OVER edge of 0.02. Based on recent form, opponent matchup, and game context."
Pedri,ENG,wc,shots,,1.48,1.35,0.1299999999999999,OVER,"Marginal +EV opportunity: Pedri is projected for 1.5 SHOTS vs a line of 1.4, giving a OVER edge of 0.13. Based on recent form, opponent matchup, and game context."
Pedri,ENG,wc,shots_on_target,,0.82,0.75,0.06999999999999995,OVER,"Marginal +EV opportunity: Pedri is projected for 0.8 SHOTS_ON_TARGET vs a line of 0.8, giving a OVER edge of 0.07. Based on recent form, opponent matchup, and game context."
Pedri,ENG,wc,passes,,37.0,34.0,3.0,OVER,Targeting Pedri OVER 34.0 PASSES. Model projects 37.0 (3.00 edge). Recent trends and opponent weakness support this play.
Pedri,ENG,wc,tackles,,1.6,1.46,0.14000000000000012,OVER,"Marginal +EV opportunity: Pedri is projected for 1.6 TACKLES vs a line of 1.5, giving a OVER edge of 0.14. Based on recent form, opponent matchup, and game context."
Pedri,ENG,wc,yellow_cards,,0.14,0.13,0.010000000000000009,OVER,Targeting Pedri OVER 0.1 YELLOW_CARDS. Model projects 0.1 (0.01 edge). Recent trends and opponent weakness support this play.
Pedri,ENG,wc,saves,,0.0,0.0,0.0,UNDER,"Marginal +EV opportunity: Pedri is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
Harry Kane,FRA,wc,goals,,0.3,0.27,0.02999999999999997,OVER,Harry Kane shows OVER value at 0.3 GOALS. TC projection: 0.3 — edge: 0.03. Marginal conviction based on usage rate and defensive matchup.
Harry Kane,FRA,wc,assists,,0.21,0.19,0.01999999999999999,OVER,Harry Kane shows OVER value at 0.2 ASSISTS. TC projection: 0.2 — edge: 0.02. Marginal conviction based on usage rate and defensive matchup.
Harry Kane,FRA,wc,shots,,1.38,1.26,0.11999999999999988,OVER,Targeting Harry Kane OVER 1.3 SHOTS. Model projects 1.4 (0.12 edge). Recent trends and opponent weakness support this play.
Harry Kane,FRA,wc,shots_on_target,,0.69,0.63,0.05999999999999994,OVER,"Marginal +EV opportunity: Harry Kane is projected for 0.7 SHOTS_ON_TARGET vs a line of 0.6, giving a OVER edge of 0.06. Based on recent form, opponent matchup, and game context."
Harry Kane,FRA,wc,passes,,43.0,39.0,4.0,OVER,Targeting Harry Kane OVER 39.0 PASSES. Model projects 43.0 (4.00 edge). Recent trends and opponent weakness support this play.
Harry Kane,FRA,wc,tackles,,1.49,1.36,0.1299999999999999,OVER,Targeting Harry Kane OVER 1.4 TACKLES. Model projects 1.5 (0.13 edge). Recent trends and opponent weakness support this play.
Harry Kane,FRA,wc,yellow_cards,,0.17,0.15,0.020000000000000018,OVER,"Marginal +EV opportunity: Harry Kane is projected for 0.2 YELLOW_CARDS vs a line of 0.1, giving a OVER edge of 0.02. Based on recent form, opponent matchup, and game context."
Harry Kane,FRA,wc,saves,,0.0,0.0,0.0,UNDER,Targeting Harry Kane UNDER 0.0 SAVES. Model projects 0.0 (0.00 edge). Recent trends and opponent weakness support this play.
Vinicius Jr,FRA,wc,goals,,0.32,0.29,0.030000000000000027,OVER,Targeting Vinicius Jr OVER 0.3 GOALS. Model projects 0.3 (0.03 edge). Recent trends and opponent weakness support this play.
Vinicius Jr,FRA,wc,assists,,0.2,0.18,0.020000000000000018,OVER,Targeting Vinicius Jr OVER 0.2 ASSISTS. Model projects 0.2 (0.02 edge). Recent trends and opponent weakness support this play.
Vinicius Jr,FRA,wc,shots,,1.72,1.57,0.1499999999999999,OVER,"Marginal +EV opportunity: Vinicius Jr is projected for 1.7 SHOTS vs a line of 1.6, giving a OVER edge of 0.15. Based on recent form, opponent matchup, and game context."
Vinicius Jr,FRA,wc,shots_on_target,,1.03,0.94,0.09000000000000008,OVER,Targeting Vinicius Jr OVER 0.9 SHOTS_ON_TARGET. Model projects 1.0 (0.09 edge). Recent trends and opponent weakness support this play.
Vinicius Jr,FRA,wc,passes,,35.0,32.0,3.0,OVER,Targeting Vinicius Jr OVER 32.0 PASSES. Model projects 35.0 (3.00 edge). Recent trends and opponent weakness support this play.
Vinicius Jr,FRA,wc,tackles,,1.5,1.36,0.1399999999999999,OVER,Vinicius Jr shows OVER value at 1.4 TACKLES. TC projection: 1.5 — edge: 0.14. Marginal conviction based on usage rate and defensive matchup.
Vinicius Jr,FRA,wc,yellow_cards,,0.11,0.1,0.009999999999999995,OVER,"Marginal +EV opportunity: Vinicius Jr is projected for 0.1 YELLOW_CARDS vs a line of 0.1, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
Vinicius Jr,FRA,wc,saves,,0.0,0.0,0.0,UNDER,Vinicius Jr shows UNDER value at 0.0 SAVES. TC projection: 0.0 — edge: 0.00. Marginal conviction based on usage rate and defensive matchup.
Kevin De Bruyne,FRA,wc,goals,,0.22,0.2,0.01999999999999999,OVER,"Marginal +EV opportunity: Kevin De Bruyne is projected for 0.2 GOALS vs a line of 0.2, giving a OVER edge of 0.02. Based on recent form, opponent matchup, and game context."
Kevin De Bruyne,FRA,wc,assists,,0.21,0.19,0.01999999999999999,OVER,Targeting Kevin De Bruyne OVER 0.2 ASSISTS. Model projects 0.2 (0.02 edge). Recent trends and opponent weakness support this play.
Kevin De Bruyne,FRA,wc,shots,,1.99,1.81,0.17999999999999994,OVER,Targeting Kevin De Bruyne OVER 1.8 SHOTS. Model projects 2.0 (0.18 edge). Recent trends and opponent weakness support this play.
Kevin De Bruyne,FRA,wc,shots_on_target,,0.93,0.85,0.08000000000000007,OVER,Targeting Kevin De Bruyne OVER 0.8 SHOTS_ON_TARGET. Model projects 0.9 (0.08 edge). Recent trends and opponent weakness support this play.
Kevin De Bruyne,FRA,wc,passes,,39.0,35.0,4.0,OVER,Targeting Kevin De Bruyne OVER 35.0 PASSES. Model projects 39.0 (4.00 edge). Recent trends and opponent weakness support this play.
Kevin De Bruyne,FRA,wc,tackles,,1.7,1.55,0.1499999999999999,OVER,Targeting Kevin De Bruyne OVER 1.6 TACKLES. Model projects 1.7 (0.15 edge). Recent trends and opponent weakness support this play.
Kevin De Bruyne,FRA,wc,yellow_cards,,0.16,0.15,0.010000000000000009,OVER,"Marginal +EV opportunity: Kevin De Bruyne is projected for 0.2 YELLOW_CARDS vs a line of 0.1, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
Kevin De Bruyne,FRA,wc,saves,,0.0,0.0,0.0,UNDER,Kevin De Bruyne shows UNDER value at 0.0 SAVES. TC projection: 0.0 — edge: 0.00. Marginal conviction based on usage rate and defensive matchup.
Lionel Messi,FRA,wc,goals,,0.29,0.26,0.02999999999999997,OVER,"Marginal +EV opportunity: Lionel Messi is projected for 0.3 GOALS vs a line of 0.3, giving a OVER edge of 0.03. Based on recent form, opponent matchup, and game context."
Lionel Messi,FRA,wc,assists,,0.19,0.17,0.01999999999999999,OVER,Lionel Messi shows OVER value at 0.2 ASSISTS. TC projection: 0.2 — edge: 0.02. Marginal conviction based on usage rate and defensive matchup.
Lionel Messi,FRA,wc,shots,,1.97,1.79,0.17999999999999994,OVER,"Marginal +EV opportunity: Lionel Messi is projected for 2.0 SHOTS vs a line of 1.8, giving a OVER edge of 0.18. Based on recent form, opponent matchup, and game context."
Lionel Messi,FRA,wc,shots_on_target,,0.82,0.75,0.06999999999999995,OVER,Targeting Lionel Messi OVER 0.8 SHOTS_ON_TARGET. Model projects 0.8 (0.07 edge). Recent trends and opponent weakness support this play.
Lionel Messi,FRA,wc,passes,,26.0,24.0,2.0,OVER,Targeting Lionel Messi OVER 24.0 PASSES. Model projects 26.0 (2.00 edge). Recent trends and opponent weakness support this play.
Lionel Messi,FRA,wc,tackles,,1.23,1.12,0.10999999999999988,OVER,"Marginal +EV opportunity: Lionel Messi is projected for 1.2 TACKLES vs a line of 1.1, giving a OVER edge of 0.11. Based on recent form, opponent matchup, and game context."
Lionel Messi,FRA,wc,yellow_cards,,0.11,0.1,0.009999999999999995,OVER,Lionel Messi shows OVER value at 0.1 YELLOW_CARDS. TC projection: 0.1 — edge: 0.01. Marginal conviction based on usage rate and defensive matchup.
Lionel Messi,FRA,wc,saves,,0.0,0.0,0.0,UNDER,"Marginal +EV opportunity: Lionel Messi is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
