date,matchup,player,team,position,is_starter,stat,stat_name,tc_projection,tc_line,edge,signal,tc_raw,tc_team_adj,tc_opp_adj,tc_home_adj,source
2026-07-13,Argentina@England,England_MID_4,England,MID,True,TKL,Tackles,0.63,0.5,0.13,OVER,2.0,2.44,1.71,1.79,SELF_EDGE
2026-07-13,Argentina@England,England_MID_4,England,MID,True,FC,Fouls Committed,0.54,0.5,0.04,PASS,1.5,1.83,1.28,1.35,SELF_EDGE
2026-07-13,Argentina@England,England_MID_4,England,MID,True,PAS,Passes,16.32,16.5,-0.18,PASS,52.0,63.44,44.41,46.63,SELF_EDGE
2026-07-13,Argentina@England,England_MID_5,England,MID,False,PAS,Passes,4.9,5.0,-0.1,PASS,52.0,63.44,44.41,46.63,SELF_EDGE
2026-07-13,Argentina@England,England_MID_6,England,MID,False,PAS,Passes,4.9,5.0,-0.1,PASS,52.0,63.44,44.41,46.63,SELF_EDGE
2026-07-13,Argentina@England,England_FWD_1,England,FWD,True,SOT,Shots on Target,0.65,0.5,0.15,OVER,1.2,1.46,1.02,1.08,SELF_EDGE
2026-07-13,Argentina@England,England_FWD_1,England,FWD,True,S,Shots,1.12,1.0,0.12,OVER,2.5,3.05,2.13,2.24,SELF_EDGE
2026-07-13,Argentina@England,England_FWD_1,England,FWD,True,PAS,Passes,3.77,4.0,-0.23,PASS,28.0,34.16,23.91,25.11,SELF_EDGE
2026-07-13,Argentina@England,England_FWD_2,England,FWD,True,SOT,Shots on Target,0.65,0.5,0.15,OVER,1.2,1.46,1.02,1.08,SELF_EDGE
2026-07-13,Argentina@England,England_FWD_2,England,FWD,True,S,Shots,1.12,1.0,0.12,OVER,2.5,3.05,2.13,2.24,SELF_EDGE
2026-07-13,Argentina@England,England_FWD_2,England,FWD,True,PAS,Passes,3.77,4.0,-0.23,PASS,28.0,34.16,23.91,25.11,SELF_EDGE
2026-07-13,Argentina@England,England_FWD_3,England,FWD,False,PAS,Passes,1.13,1.0,0.13,OVER,28.0,34.16,23.91,25.11,SELF_EDGE
2026-07-13,Argentina@England,England_FWD_4,England,FWD,False,PAS,Passes,1.13,1.0,0.13,OVER,28.0,34.16,23.91,25.11,SELF_EDGE
2026-07-13,Argentina@England,Argentina_GK_1,Argentina,GK,True,PAS,Passes,6.93,7.0,-0.07,PASS,28.0,34.72,24.3,23.09,SELF_EDGE
2026-07-13,Argentina@England,Argentina_GK_2,Argentina,GK,False,PAS,Passes,2.08,2.0,0.08,PASS,28.0,34.72,24.3,23.09,SELF_EDGE
2026-07-13,Argentina@England,Argentina_DEF_1,Argentina,DEF,True,TKL,Tackles,0.72,0.5,0.22,OVER,2.5,3.1,2.17,2.06,SELF_EDGE
2026-07-13,Argentina@England,Argentina_DEF_1,Argentina,DEF,True,PAS,Passes,7.42,7.5,-0.08,PASS,45.0,55.8,39.06,37.11,SELF_EDGE
2026-07-13,Argentina@England,Argentina_DEF_2,Argentina,DEF,True,TKL,Tackles,0.72,0.5,0.22,OVER,2.5,3.1,2.17,2.06,SELF_EDGE
2026-07-13,Argentina@England,Argentina_DEF_2,Argentina,DEF,True,PAS,Passes,7.42,7.5,-0.08,PASS,45.0,55.8,39.06,37.11,SELF_EDGE
2026-07-13,Argentina@England,Argentina_DEF_3,Argentina,DEF,True,TKL,Tackles,0.72,0.5,0.22,OVER,2.5,3.1,2.17,2.06,SELF_EDGE
2026-07-13,Argentina@England,Argentina_DEF_3,Argentina,DEF,True,PAS,Passes,7.42,7.5,-0.08,PASS,45.0,55.8,39.06,37.11,SELF_EDGE
2026-07-13,Argentina@England,Argentina_DEF_4,Argentina,DEF,True,TKL,Tackles,0.72,0.5,0.22,OVER,2.5,3.1,2.17,2.06,SELF_EDGE
2026-07-13,Argentina@England,Argentina_DEF_4,Argentina,DEF,True,PAS,Passes,7.42,7.5,-0.08,PASS,45.0,55.8,39.06,37.11,SELF_EDGE
2026-07-13,Argentina@England,Argentina_DEF_5,Argentina,DEF,False,PAS,Passes,2.23,2.0,0.23,OVER,45.0,55.8,39.06,37.11,SELF_EDGE
2026-07-13,Argentina@England,Argentina_DEF_6,Argentina,DEF,False,PAS,Passes,2.23,2.0,0.23,OVER,45.0,55.8,39.06,37.11,SELF_EDGE
2026-07-13,Argentina@England,Argentina_MID_1,Argentina,MID,True,TKL,Tackles,0.58,0.5,0.08,OVER,2.0,2.48,1.74,1.65,SELF_EDGE
2026-07-13,Argentina@England,Argentina_MID_1,Argentina,MID,True,PAS,Passes,15.01,15.0,0.01,PASS,52.0,64.48,45.14,42.88,SELF_EDGE
2026-07-13,Argentina@England,Argentina_MID_2,Argentina,MID,True,TKL,Tackles,0.58,0.5,0.08,OVER,2.0,2.48,1.74,1.65,SELF_EDGE
2026-07-13,Argentina@England,Argentina_MID_2,Argentina,MID,True,PAS,Passes,15.01,15.0,0.01,PASS,52.0,64.48,45.14,42.88,SELF_EDGE
2026-07-13,Argentina@England,Argentina_MID_3,Argentina,MID,True,TKL,Tackles,0.58,0.5,0.08,OVER,2.0,2.48,1.74,1.65,SELF_EDGE
2026-07-13,Argentina@England,Argentina_MID_3,Argentina,MID,True,PAS,Passes,15.01,15.0,0.01,PASS,52.0,64.48,45.14,42.88,SELF_EDGE
2026-07-13,Argentina@England,Argentina_MID_4,Argentina,MID,True,TKL,Tackles,0.58,0.5,0.08,OVER,2.0,2.48,1.74,1.65,SELF_EDGE
2026-07-13,Argentina@England,Argentina_MID_4,Argentina,MID,True,PAS,Passes,15.01,15.0,0.01,PASS,52.0,64.48,45.14,42.88,SELF_EDGE
2026-07-13,Argentina@England,Argentina_MID_5,Argentina,MID,False,PAS,Passes,4.5,4.5,0.0,PASS,52.0,64.48,45.14,42.88,SELF_EDGE
2026-07-13,Argentina@England,Argentina_MID_6,Argentina,MID,False,PAS,Passes,4.5,4.5,0.0,PASS,52.0,64.48,45.14,42.88,SELF_EDGE
2026-07-13,Argentina@England,Argentina_FWD_1,Argentina,FWD,True,SOT,Shots on Target,0.59,0.5,0.09,OVER,1.2,1.49,1.04,0.99,SELF_EDGE
2026-07-13,Argentina@England,Argentina_FWD_1,Argentina,FWD,True,S,Shots,1.03,1.0,0.03,PASS,2.5,3.1,2.17,2.06,SELF_EDGE
2026-07-13,Argentina@England,Argentina_FWD_1,Argentina,FWD,True,PAS,Passes,3.46,3.5,-0.04,PASS,28.0,34.72,24.3,23.09,SELF_EDGE
2026-07-13,Argentina@England,Argentina_FWD_2,Argentina,FWD,True,SOT,Shots on Target,0.59,0.5,0.09,OVER,1.2,1.49,1.04,0.99,SELF_EDGE
2026-07-13,Argentina@England,Argentina_FWD_2,Argentina,FWD,True,S,Shots,1.03,1.0,0.03,PASS,2.5,3.1,2.17,2.06,SELF_EDGE
2026-07-13,Argentina@England,Argentina_FWD_2,Argentina,FWD,True,PAS,Passes,3.46,3.5,-0.04,PASS,28.0,34.72,24.3,23.09,SELF_EDGE
2026-07-13,Argentina@England,Argentina_FWD_3,Argentina,FWD,False,PAS,Passes,1.04,1.0,0.04,PASS,28.0,34.72,24.3,23.09,SELF_EDGE
2026-07-13,Argentina@England,Argentina_FWD_4,Argentina,FWD,False,PAS,Passes,1.04,1.0,0.04,PASS,28.0,34.72,24.3,23.09,SELF_EDGE
