date,matchup,player,team,position,is_starter,stat,stat_name,tc_projection,tc_line,edge,signal,tc_raw,tc_team_adj,tc_opp_adj,tc_home_adj
2026-07-03,Egypt@Australia,Australia_DEF_1,Australia,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_DEF_1,Australia,DEF,True,S,Shots,0.06,0.0,0.06,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_DEF_1,Australia,DEF,True,COR,Corners,0.49,0.4,0.09,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_DEF_1,Australia,DEF,True,TKL,Tackles,0.82,0.7,0.12,PASS,2.5,2.35,2.22,2.33
2026-07-03,Egypt@Australia,Australia_DEF_1,Australia,DEF,True,FC,Fouls Committed,0.28,0.2,0.08,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_DEF_1,Australia,DEF,True,CRD,Cards,0.08,0.0,0.08,PASS,0.25,0.23,0.22,0.23
2026-07-03,Egypt@Australia,Australia_DEF_1,Australia,DEF,True,PAS,Passes,8.39,7.3,1.09,OVER,45.0,42.3,39.95,41.95
2026-07-03,Egypt@Australia,Australia_DEF_2,Australia,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.05,0.04,0.05
2026-07-03,Egypt@Australia,Australia_DEF_2,Australia,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.08,0.07,0.07
2026-07-03,Egypt@Australia,Australia_DEF_2,Australia,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_DEF_2,Australia,DEF,True,S,Shots,0.06,0.0,0.06,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_DEF_2,Australia,DEF,True,COR,Corners,0.49,0.4,0.09,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_DEF_2,Australia,DEF,True,TKL,Tackles,0.82,0.7,0.12,PASS,2.5,2.35,2.22,2.33
2026-07-03,Egypt@Australia,Australia_DEF_2,Australia,DEF,True,FC,Fouls Committed,0.28,0.2,0.08,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_DEF_2,Australia,DEF,True,CRD,Cards,0.08,0.0,0.08,PASS,0.25,0.23,0.22,0.23
2026-07-03,Egypt@Australia,Australia_DEF_2,Australia,DEF,True,PAS,Passes,8.39,7.3,1.09,OVER,45.0,42.3,39.95,41.95
2026-07-03,Egypt@Australia,Australia_DEF_3,Australia,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.05,0.04,0.05
2026-07-03,Egypt@Australia,Australia_DEF_3,Australia,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.08,0.07,0.07
2026-07-03,Egypt@Australia,Australia_DEF_3,Australia,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_DEF_3,Australia,DEF,True,S,Shots,0.06,0.0,0.06,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_DEF_3,Australia,DEF,True,COR,Corners,0.49,0.4,0.09,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_DEF_3,Australia,DEF,True,TKL,Tackles,0.82,0.7,0.12,PASS,2.5,2.35,2.22,2.33
2026-07-03,Egypt@Australia,Australia_DEF_3,Australia,DEF,True,FC,Fouls Committed,0.28,0.2,0.08,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_DEF_3,Australia,DEF,True,CRD,Cards,0.08,0.0,0.08,PASS,0.25,0.23,0.22,0.23
2026-07-03,Egypt@Australia,Australia_DEF_3,Australia,DEF,True,PAS,Passes,8.39,7.3,1.09,OVER,45.0,42.3,39.95,41.95
2026-07-03,Egypt@Australia,Australia_DEF_4,Australia,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.05,0.04,0.05
2026-07-03,Egypt@Australia,Australia_DEF_4,Australia,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.08,0.07,0.07
2026-07-03,Egypt@Australia,Australia_DEF_4,Australia,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_DEF_4,Australia,DEF,True,S,Shots,0.06,0.0,0.06,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_DEF_4,Australia,DEF,True,COR,Corners,0.49,0.4,0.09,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_DEF_4,Australia,DEF,True,TKL,Tackles,0.82,0.7,0.12,PASS,2.5,2.35,2.22,2.33
2026-07-03,Egypt@Australia,Australia_DEF_4,Australia,DEF,True,FC,Fouls Committed,0.28,0.2,0.08,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_DEF_4,Australia,DEF,True,CRD,Cards,0.08,0.0,0.08,PASS,0.25,0.23,0.22,0.23
2026-07-03,Egypt@Australia,Australia_DEF_4,Australia,DEF,True,PAS,Passes,8.39,7.3,1.09,OVER,45.0,42.3,39.95,41.95
2026-07-03,Egypt@Australia,Australia_DEF_5,Australia,DEF,False,G,Goals,0.0,0.0,0.0,PASS,0.05,0.05,0.04,0.05
2026-07-03,Egypt@Australia,Australia_DEF_5,Australia,DEF,False,A,Assists,0.0,0.0,0.0,PASS,0.08,0.08,0.07,0.07
2026-07-03,Egypt@Australia,Australia_DEF_5,Australia,DEF,False,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_DEF_5,Australia,DEF,False,S,Shots,0.02,0.0,0.02,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_DEF_5,Australia,DEF,False,COR,Corners,0.15,0.1,0.05,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_DEF_5,Australia,DEF,False,TKL,Tackles,0.24,0.2,0.04,PASS,2.5,2.35,2.22,2.33
2026-07-03,Egypt@Australia,Australia_DEF_5,Australia,DEF,False,FC,Fouls Committed,0.08,0.0,0.08,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_DEF_5,Australia,DEF,False,CRD,Cards,0.02,0.0,0.02,PASS,0.25,0.23,0.22,0.23
2026-07-03,Egypt@Australia,Australia_DEF_5,Australia,DEF,False,PAS,Passes,2.52,2.2,0.32,PASS,45.0,42.3,39.95,41.95
2026-07-03,Egypt@Australia,Australia_DEF_6,Australia,DEF,False,G,Goals,0.0,0.0,0.0,PASS,0.05,0.05,0.04,0.05
2026-07-03,Egypt@Australia,Australia_DEF_6,Australia,DEF,False,A,Assists,0.0,0.0,0.0,PASS,0.08,0.08,0.07,0.07
2026-07-03,Egypt@Australia,Australia_DEF_6,Australia,DEF,False,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_DEF_6,Australia,DEF,False,S,Shots,0.02,0.0,0.02,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_DEF_6,Australia,DEF,False,COR,Corners,0.15,0.1,0.05,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_DEF_6,Australia,DEF,False,TKL,Tackles,0.24,0.2,0.04,PASS,2.5,2.35,2.22,2.33
2026-07-03,Egypt@Australia,Australia_DEF_6,Australia,DEF,False,FC,Fouls Committed,0.08,0.0,0.08,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_DEF_6,Australia,DEF,False,CRD,Cards,0.02,0.0,0.02,PASS,0.25,0.23,0.22,0.23
2026-07-03,Egypt@Australia,Australia_DEF_6,Australia,DEF,False,PAS,Passes,2.52,2.2,0.32,PASS,45.0,42.3,39.95,41.95
2026-07-03,Egypt@Australia,Australia_MID_1,Australia,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.11,0.11,0.11
2026-07-03,Egypt@Australia,Australia_MID_1,Australia,MID,True,A,Assists,0.05,0.0,0.05,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_MID_1,Australia,MID,True,SOT,Shots on Target,0.11,0.0,0.11,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_MID_1,Australia,MID,True,S,Shots,0.39,0.3,0.09,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_MID_1,Australia,MID,True,COR,Corners,0.28,0.2,0.08,PASS,1.0,0.94,0.89,0.93
2026-07-03,Egypt@Australia,Australia_MID_1,Australia,MID,True,TKL,Tackles,0.65,0.5,0.15,PASS,2.0,1.88,1.78,1.86
2026-07-03,Egypt@Australia,Australia_MID_1,Australia,MID,True,FC,Fouls Committed,0.56,0.4,0.16,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_MID_1,Australia,MID,True,CRD,Cards,0.11,0.0,0.11,PASS,0.3,0.28,0.27,0.28
2026-07-03,Egypt@Australia,Australia_MID_1,Australia,MID,True,PAS,Passes,16.97,14.9,2.07,OVER,52.0,48.88,46.16,48.47
2026-07-03,Egypt@Australia,Australia_MID_2,Australia,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.11,0.11,0.11
2026-07-03,Egypt@Australia,Australia_MID_2,Australia,MID,True,A,Assists,0.05,0.0,0.05,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_MID_2,Australia,MID,True,SOT,Shots on Target,0.11,0.0,0.11,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_MID_2,Australia,MID,True,S,Shots,0.39,0.3,0.09,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_MID_2,Australia,MID,True,COR,Corners,0.28,0.2,0.08,PASS,1.0,0.94,0.89,0.93
2026-07-03,Egypt@Australia,Australia_MID_2,Australia,MID,True,TKL,Tackles,0.65,0.5,0.15,PASS,2.0,1.88,1.78,1.86
2026-07-03,Egypt@Australia,Australia_MID_2,Australia,MID,True,FC,Fouls Committed,0.56,0.4,0.16,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_MID_2,Australia,MID,True,CRD,Cards,0.11,0.0,0.11,PASS,0.3,0.28,0.27,0.28
2026-07-03,Egypt@Australia,Australia_MID_2,Australia,MID,True,PAS,Passes,16.97,14.9,2.07,OVER,52.0,48.88,46.16,48.47
2026-07-03,Egypt@Australia,Australia_MID_3,Australia,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.11,0.11,0.11
2026-07-03,Egypt@Australia,Australia_MID_3,Australia,MID,True,A,Assists,0.05,0.0,0.05,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_MID_3,Australia,MID,True,SOT,Shots on Target,0.11,0.0,0.11,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_MID_3,Australia,MID,True,S,Shots,0.39,0.3,0.09,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_MID_3,Australia,MID,True,COR,Corners,0.28,0.2,0.08,PASS,1.0,0.94,0.89,0.93
2026-07-03,Egypt@Australia,Australia_MID_3,Australia,MID,True,TKL,Tackles,0.65,0.5,0.15,PASS,2.0,1.88,1.78,1.86
2026-07-03,Egypt@Australia,Australia_MID_3,Australia,MID,True,FC,Fouls Committed,0.56,0.4,0.16,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_MID_3,Australia,MID,True,CRD,Cards,0.11,0.0,0.11,PASS,0.3,0.28,0.27,0.28
2026-07-03,Egypt@Australia,Australia_MID_3,Australia,MID,True,PAS,Passes,16.97,14.9,2.07,OVER,52.0,48.88,46.16,48.47
2026-07-03,Egypt@Australia,Australia_MID_4,Australia,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.11,0.11,0.11
2026-07-03,Egypt@Australia,Australia_MID_4,Australia,MID,True,A,Assists,0.05,0.0,0.05,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_MID_4,Australia,MID,True,SOT,Shots on Target,0.11,0.0,0.11,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_MID_4,Australia,MID,True,S,Shots,0.39,0.3,0.09,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_MID_4,Australia,MID,True,COR,Corners,0.28,0.2,0.08,PASS,1.0,0.94,0.89,0.93
2026-07-03,Egypt@Australia,Australia_MID_4,Australia,MID,True,TKL,Tackles,0.65,0.5,0.15,PASS,2.0,1.88,1.78,1.86
2026-07-03,Egypt@Australia,Australia_MID_4,Australia,MID,True,FC,Fouls Committed,0.56,0.4,0.16,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_MID_4,Australia,MID,True,CRD,Cards,0.11,0.0,0.11,PASS,0.3,0.28,0.27,0.28
2026-07-03,Egypt@Australia,Australia_MID_4,Australia,MID,True,PAS,Passes,16.97,14.9,2.07,OVER,52.0,48.88,46.16,48.47
2026-07-03,Egypt@Australia,Australia_MID_5,Australia,MID,False,G,Goals,0.01,0.0,0.01,PASS,0.12,0.11,0.11,0.11
2026-07-03,Egypt@Australia,Australia_MID_5,Australia,MID,False,A,Assists,0.01,0.0,0.01,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_MID_5,Australia,MID,False,SOT,Shots on Target,0.03,0.0,0.03,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_MID_5,Australia,MID,False,S,Shots,0.12,0.1,0.02,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_MID_5,Australia,MID,False,COR,Corners,0.08,0.0,0.08,PASS,1.0,0.94,0.89,0.93
2026-07-03,Egypt@Australia,Australia_MID_5,Australia,MID,False,TKL,Tackles,0.2,0.1,0.1,PASS,2.0,1.88,1.78,1.86
2026-07-03,Egypt@Australia,Australia_MID_5,Australia,MID,False,FC,Fouls Committed,0.17,0.1,0.07,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_MID_5,Australia,MID,False,CRD,Cards,0.03,0.0,0.03,PASS,0.3,0.28,0.27,0.28
2026-07-03,Egypt@Australia,Australia_MID_5,Australia,MID,False,PAS,Passes,5.09,4.4,0.69,PASS,52.0,48.88,46.16,48.47
2026-07-03,Egypt@Australia,Australia_MID_6,Australia,MID,False,G,Goals,0.01,0.0,0.01,PASS,0.12,0.11,0.11,0.11
2026-07-03,Egypt@Australia,Australia_MID_6,Australia,MID,False,A,Assists,0.01,0.0,0.01,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_MID_6,Australia,MID,False,SOT,Shots on Target,0.03,0.0,0.03,PASS,0.4,0.38,0.36,0.37
2026-07-03,Egypt@Australia,Australia_MID_6,Australia,MID,False,S,Shots,0.12,0.1,0.02,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_MID_6,Australia,MID,False,COR,Corners,0.08,0.0,0.08,PASS,1.0,0.94,0.89,0.93
2026-07-03,Egypt@Australia,Australia_MID_6,Australia,MID,False,TKL,Tackles,0.2,0.1,0.1,PASS,2.0,1.88,1.78,1.86
2026-07-03,Egypt@Australia,Australia_MID_6,Australia,MID,False,FC,Fouls Committed,0.17,0.1,0.07,PASS,1.5,1.41,1.33,1.4
2026-07-03,Egypt@Australia,Australia_MID_6,Australia,MID,False,CRD,Cards,0.03,0.0,0.03,PASS,0.3,0.28,0.27,0.28
2026-07-03,Egypt@Australia,Australia_MID_6,Australia,MID,False,PAS,Passes,5.09,4.4,0.69,PASS,52.0,48.88,46.16,48.47
2026-07-03,Egypt@Australia,Australia_FWD_1,Australia,FWD,True,G,Goals,0.23,0.0,0.23,PASS,0.35,0.33,0.31,0.33
2026-07-03,Egypt@Australia,Australia_FWD_1,Australia,FWD,True,A,Assists,0.09,0.0,0.09,PASS,0.18,0.17,0.16,0.17
2026-07-03,Egypt@Australia,Australia_FWD_1,Australia,FWD,True,SOT,Shots on Target,0.67,0.5,0.17,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_FWD_1,Australia,FWD,True,S,Shots,1.17,1.0,0.17,PASS,2.5,2.35,2.22,2.33
2026-07-03,Egypt@Australia,Australia_FWD_1,Australia,FWD,True,COR,Corners,0.03,0.0,0.03,PASS,0.3,0.28,0.27,0.28
2026-07-03,Egypt@Australia,Australia_FWD_1,Australia,FWD,True,TKL,Tackles,0.15,0.1,0.05,PASS,0.8,0.75,0.71,0.75
2026-07-03,Egypt@Australia,Australia_FWD_1,Australia,FWD,True,FC,Fouls Committed,0.28,0.2,0.08,PASS,1.0,0.94,0.89,0.93
2026-07-03,Egypt@Australia,Australia_FWD_1,Australia,FWD,True,CRD,Cards,0.03,0.0,0.03,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_FWD_1,Australia,FWD,True,PAS,Passes,3.92,3.4,0.52,PASS,28.0,26.32,24.86,26.1
2026-07-03,Egypt@Australia,Australia_FWD_2,Australia,FWD,True,G,Goals,0.23,0.0,0.23,PASS,0.35,0.33,0.31,0.33
2026-07-03,Egypt@Australia,Australia_FWD_2,Australia,FWD,True,A,Assists,0.09,0.0,0.09,PASS,0.18,0.17,0.16,0.17
2026-07-03,Egypt@Australia,Australia_FWD_2,Australia,FWD,True,SOT,Shots on Target,0.67,0.5,0.17,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_FWD_2,Australia,FWD,True,S,Shots,1.17,1.0,0.17,PASS,2.5,2.35,2.22,2.33
2026-07-03,Egypt@Australia,Australia_FWD_2,Australia,FWD,True,COR,Corners,0.03,0.0,0.03,PASS,0.3,0.28,0.27,0.28
2026-07-03,Egypt@Australia,Australia_FWD_2,Australia,FWD,True,TKL,Tackles,0.15,0.1,0.05,PASS,0.8,0.75,0.71,0.75
2026-07-03,Egypt@Australia,Australia_FWD_2,Australia,FWD,True,FC,Fouls Committed,0.28,0.2,0.08,PASS,1.0,0.94,0.89,0.93
2026-07-03,Egypt@Australia,Australia_FWD_2,Australia,FWD,True,CRD,Cards,0.03,0.0,0.03,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_FWD_2,Australia,FWD,True,PAS,Passes,3.92,3.4,0.52,PASS,28.0,26.32,24.86,26.1
2026-07-03,Egypt@Australia,Australia_FWD_3,Australia,FWD,False,G,Goals,0.07,0.0,0.07,PASS,0.35,0.33,0.31,0.33
2026-07-03,Egypt@Australia,Australia_FWD_3,Australia,FWD,False,A,Assists,0.03,0.0,0.03,PASS,0.18,0.17,0.16,0.17
2026-07-03,Egypt@Australia,Australia_FWD_3,Australia,FWD,False,SOT,Shots on Target,0.2,0.1,0.1,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_FWD_3,Australia,FWD,False,S,Shots,0.35,0.3,0.05,PASS,2.5,2.35,2.22,2.33
2026-07-03,Egypt@Australia,Australia_FWD_3,Australia,FWD,False,COR,Corners,0.01,0.0,0.01,PASS,0.3,0.28,0.27,0.28
2026-07-03,Egypt@Australia,Australia_FWD_3,Australia,FWD,False,TKL,Tackles,0.04,0.0,0.04,PASS,0.8,0.75,0.71,0.75
2026-07-03,Egypt@Australia,Australia_FWD_3,Australia,FWD,False,FC,Fouls Committed,0.08,0.0,0.08,PASS,1.0,0.94,0.89,0.93
2026-07-03,Egypt@Australia,Australia_FWD_3,Australia,FWD,False,CRD,Cards,0.01,0.0,0.01,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_FWD_3,Australia,FWD,False,PAS,Passes,1.17,1.0,0.17,PASS,28.0,26.32,24.86,26.1
2026-07-03,Egypt@Australia,Australia_FWD_4,Australia,FWD,False,G,Goals,0.07,0.0,0.07,PASS,0.35,0.33,0.31,0.33
2026-07-03,Egypt@Australia,Australia_FWD_4,Australia,FWD,False,A,Assists,0.03,0.0,0.03,PASS,0.18,0.17,0.16,0.17
2026-07-03,Egypt@Australia,Australia_FWD_4,Australia,FWD,False,SOT,Shots on Target,0.2,0.1,0.1,PASS,1.2,1.13,1.07,1.12
2026-07-03,Egypt@Australia,Australia_FWD_4,Australia,FWD,False,S,Shots,0.35,0.3,0.05,PASS,2.5,2.35,2.22,2.33
2026-07-03,Egypt@Australia,Australia_FWD_4,Australia,FWD,False,COR,Corners,0.01,0.0,0.01,PASS,0.3,0.28,0.27,0.28
2026-07-03,Egypt@Australia,Australia_FWD_4,Australia,FWD,False,TKL,Tackles,0.04,0.0,0.04,PASS,0.8,0.75,0.71,0.75
2026-07-03,Egypt@Australia,Australia_FWD_4,Australia,FWD,False,FC,Fouls Committed,0.08,0.0,0.08,PASS,1.0,0.94,0.89,0.93
2026-07-03,Egypt@Australia,Australia_FWD_4,Australia,FWD,False,CRD,Cards,0.01,0.0,0.01,PASS,0.15,0.14,0.13,0.14
2026-07-03,Egypt@Australia,Australia_FWD_4,Australia,FWD,False,PAS,Passes,1.17,1.0,0.17,PASS,28.0,26.32,24.86,26.1
2026-07-03,Egypt@Australia,Egypt_GK_1,Egypt,GK,True,G,Goals,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-03,Egypt@Australia,Egypt_GK_1,Egypt,GK,True,A,Assists,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-03,Egypt@Australia,Egypt_GK_1,Egypt,GK,True,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-03,Egypt@Australia,Egypt_GK_1,Egypt,GK,True,S,Shots,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-03,Egypt@Australia,Egypt_GK_1,Egypt,GK,True,COR,Corners,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-03,Egypt@Australia,Egypt_GK_1,Egypt,GK,True,TKL,Tackles,0.04,0.0,0.04,PASS,0.5,0.45,0.41,0.39
2026-07-03,Egypt@Australia,Egypt_GK_1,Egypt,GK,True,FC,Fouls Committed,0.0,0.0,0.0,PASS,0.1,0.09,0.08,0.08
2026-07-03,Egypt@Australia,Egypt_GK_1,Egypt,GK,True,CRD,Cards,0.0,0.0,0.0,PASS,0.05,0.05,0.04,0.04
2026-07-03,Egypt@Australia,Egypt_GK_1,Egypt,GK,True,PAS,Passes,6.49,5.7,0.79,PASS,28.0,25.2,22.79,21.65
2026-07-03,Egypt@Australia,Egypt_GK_2,Egypt,GK,False,G,Goals,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-03,Egypt@Australia,Egypt_GK_2,Egypt,GK,False,A,Assists,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-03,Egypt@Australia,Egypt_GK_2,Egypt,GK,False,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-03,Egypt@Australia,Egypt_GK_2,Egypt,GK,False,S,Shots,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-03,Egypt@Australia,Egypt_GK_2,Egypt,GK,False,COR,Corners,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-03,Egypt@Australia,Egypt_GK_2,Egypt,GK,False,TKL,Tackles,0.01,0.0,0.01,PASS,0.5,0.45,0.41,0.39
2026-07-03,Egypt@Australia,Egypt_GK_2,Egypt,GK,False,FC,Fouls Committed,0.0,0.0,0.0,PASS,0.1,0.09,0.08,0.08
2026-07-03,Egypt@Australia,Egypt_GK_2,Egypt,GK,False,CRD,Cards,0.0,0.0,0.0,PASS,0.05,0.05,0.04,0.04
2026-07-03,Egypt@Australia,Egypt_GK_2,Egypt,GK,False,PAS,Passes,1.95,1.7,0.25,PASS,28.0,25.2,22.79,21.65
2026-07-03,Egypt@Australia,Egypt_DEF_1,Egypt,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.05,0.04,0.04
2026-07-03,Egypt@Australia,Egypt_DEF_1,Egypt,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.07,0.07,0.06
2026-07-03,Egypt@Australia,Egypt_DEF_1,Egypt,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.14,0.12,0.12
2026-07-03,Egypt@Australia,Egypt_DEF_1,Egypt,DEF,True,S,Shots,0.05,0.0,0.05,PASS,0.4,0.36,0.33,0.31
